subject;variables.currentgroupnumber;blockcode;blocknum;trialcode;trialnum;response;correct;latency;stimulusnumber1;stimulusitem1;stimulusnumber2;stimulusitem2;stimulusnumber3;stimulusitem3;sdlatency;percentcorrect;meanlatency
24;2;ipanat4;8;ipanat4;11;4;0;2537;11;Schrecken;0;0;0;0;999,107083167947;0;2038,18181818182
24;2;ipanat4;8;ipanat4;12;5;0;2168;12;Schuldgefühl;0;0;0;0;953,348071511421;0;2049
24;2;ipanat5;9;ipanat5;1;3;0;4246;1;Freude;0;0;0;0;0;0;4246
24;2;ipanat5;9;ipanat5;2;7;0;2208;2;Ärger;0;0;0;0;1441,08362005818;0;3227
24;2;ipanat5;9;ipanat5;3;5;0;1573;3;Angst;0;0;0;0;1396,51936375166;0;2675,66666666667
24;2;ipanat5;9;ipanat5;4;1;0;2336;4;Scham;0;0;0;0;1152,83169485691;0;2590,75
24;2;ipanat5;9;ipanat5;5;2;0;2415;5;Gute Laune;0;0;0;0;1001,47056871383;0;2555,6
24;2;ipanat5;9;ipanat5;6;6;0;1584;6;Gereiztheit;0;0;0;0;979,637211760898;0;2393,66666666667
24;2;ipanat5;9;ipanat5;7;3;0;2103;7;Furcht;0;0;0;0;901,00525869191;0;2352,14285714286
24;2;ipanat5;9;ipanat5;8;2;0;1639;8;Bedauern;0;0;0;0;871,44084300493;0;2263
24;2;ipanat5;9;ipanat5;9;3;0;1695;9;Begeisterung;0;0;0;0;836,857282403106;0;2199,88888888889
24;2;ipanat5;9;ipanat5;10;6;0;2755;10;Wut;0;0;0;0;808,288617319883;0;2255,4
24;2;ipanat5;9;ipanat5;11;6;0;1942;11;Schrecken;0;0;0;0;772,610180433245;0;2226,90909090909
24;2;ipanat5;9;ipanat5;12;3;0;2700;12;Schuldgefühl;0;0;0;0;749,207379147921;0;2266,33333333333
24;2;ipanat6;10;ipanat6;1;3;0;5246;1;Freude;0;0;0;0;0;0;5246
24;2;ipanat6;10;ipanat6;2;4;0;2032;2;Ärger;0;0;0;0;2272,64119473356;0;3639
24;2;ipanat6;10;ipanat6;3;4;0;1635;3;Angst;0;0;0;0;1980,18206233669;0;2971
24;2;ipanat6;10;ipanat6;4;5;0;2723;4;Scham;0;0;0;0;1621,55994852693;0;2909
24;2;ipanat6;10;ipanat6;5;3;0;1695;5;Gute Laune;0;0;0;0;1505,60675476699;0;2666,2
24;2;ipanat6;10;ipanat6;6;2;0;2713;6;Gereiztheit;0;0;0;0;1346,79114936207;0;2674
24;2;ipanat6;10;ipanat6;7;1;0;2974;7;Furcht;0;0;0;0;1234,6642497148;0;2716,85714285714
24;2;ipanat6;10;ipanat6;8;6;0;3031;8;Bedauern;0;0;0;0;1148,46014141918;0;2756,125
24;2;ipanat6;10;ipanat6;9;2;0;1780;9;Begeisterung;0;0;0;0;1122,47917575339;0;2647,66666666667
24;2;ipanat6;10;ipanat6;10;3;0;1898;10;Wut;0;0;0;0;1084,51095481379;0;2572,7
24;2;ipanat6;10;ipanat6;11;2;0;3021;11;Schrecken;0;0;0;0;1037,69835343768;0;2613,45454545455
24;2;ipanat6;10;ipanat6;12;6;0;1890;12;Schuldgefühl;0;0;0;0;1011,20763386551;0;2553,16666666667
24;2;gefühlsfb;11;gefühlsfb;1;4;0;4636;1;...freudig;0;0;0;0;0;0;4636
24;2;gefühlsfb;11;gefühlsfb;2;1;0;2839;2;...verärgert;0;0;0;0;1270,67088579223;0;3737,5
24;2;gefühlsfb;11;gefühlsfb;3;1;0;1611;3;...verängstigt;0;0;0;0;1521,39289249468;0;3028,66666666667
24;2;gefühlsfb;11;gefühlsfb;4;1;0;1245;4;...beschämt;0;0;0;0;1529,20161631269;0;2582,75
24;2;gefühlsfb;11;gefühlsfb;5;6;0;2879;5;...gut gelaunt;0;0;0;0;1330,9380150856;0;2642
24;2;gefühlsfb;11;gefühlsfb;6;2;0;2208;6;...gereizt;0;0;0;0;1203,54038846508;0;2569,66666666667
24;2;gefühlsfb;11;gefühlsfb;7;1;0;2928;7;...furchtsam;0;0;0;0;1106,99343999433;0;2620,85714285714
24;2;gefühlsfb;11;gefühlsfb;8;1;0;2176;8;...voller Bedauern;0;0;0;0;1036,8749407991;0;2565,25
24;2;gefühlsfb;11;gefühlsfb;9;3;0;2112;9;...begeistert;0;0;0;0;981,60435569078;0;2514,88888888889
24;2;gefühlsfb;11;gefühlsfb;10;1;0;4369;10;...wütend;0;0;0;0;1095,5633811981;0;2700,3
24;2;gefühlsfb;11;gefühlsfb;11;2;0;2333;11;...erschreckt;0;0;0;0;1045,22614342978;0;2666,90909090909
24;2;gefühlsfb;11;gefühlsfb;12;1;0;2132;12;...schuldig;0;0;0;0;1008,47592780874;0;2622,33333333333
24;2;frabo;12;frabo;1;5;0;4031;1;Das Verhältnis von Deutschen und Juden ist nach wie vor von der Vergangenheit geprägt.;0;0;0;0;0;0;4031
24;2;frabo;12;frabo;2;4;0;9914;2;Reparationsforderungen an Deutschland nützen oft gar nicht mehr den Opfern, sondern einer Holocaust-Industrie von findigen Anwälten.;0;0;0;0;4159,90919372046;0;6972,5
24;2;frabo;12;frabo;3;7;0;3678;3;Ich bedauere die Dinge, die die Deutschen den Juden in der Vergangenheit angetan haben.;0;0;0;0;3502,90341478799;0;5874,33333333333
24;2;frabo;12;frabo;4;1;0;5118;4;Durch ihr Verhalten sind die Juden an ihren Verfolgungen mitschuldig.;0;0;0;0;2885,00114095876;0;5685,25
24;2;frabo;12;frabo;5;4;0;6090;5;Ich habe das Bedürfnis, mich persönlich - und wenn es auch nur im Kleinen ist - für eine Entschädigung der Juden einzusetzen.;0;0;0;0;2505,0325746385;0;5766,2
24;2;frabo;12;frabo;6;2;0;5224;6;Juden haben zu viel Kontrolle und Einfluss an der Wall Street.;0;0;0;0;2251,47670800003;0;5675,83333333333
24;2;frabo;12;frabo;7;1;0;3870;7;Man kann für gewöhnlich am Aussehen erkennen, ob jemand Jude ist.;0;0;0;0;2165,67575509135;0;5417,85714285714
24;2;frabo;12;frabo;8;6;0;6791;8;So etwas wie Schuld für die Dinge, die Deutsche den Juden angetan haben, habe ich auch schon einmal empfunden.;0;0;0;0;2062,96388722634;0;5589,5
24;2;frabo;12;frabo;9;2;0;4110;9;Die Juden besitzen wieder zu viel Macht und Einfluss in der Welt.;0;0;0;0;1991,74693701562;0;5425,11111111111
24;2;frabo;12;frabo;10;5;0;5919;10;Heute sollte man nicht mehr soviel über den Holocaust reden, sondern einen Schlussstrich unter die Vergangenheit ziehen.;0;0;0;0;1884,32069988099;0;5474,5
24;2;frabo;12;frabo;11;4;0;5561;11;Es reizt mich nicht besonders, Juden einmal persönlich kennen zu lernen.;0;0;0;0;1787,81381987763;0;5482,36363636364
24;2;frabo;12;frabo;12;3;0;6778;12;Die Deutschen mussten während des 2. Weltkriegs auch mehr als genug leiden.;0;0;0;0;1745,16388046996;0;5590,33333333333
24;2;frabo;12;frabo;13;5;0;7751;13;Dass die Juden ebenso ein Volk von Tätern sind wie andere, halte ich für unbestreitbar.;0;0;0;0;1775,08059044205;0;5756,53846153846
24;2;frabo;12;frabo;14;5;0;5423;14;Sollte sich eine Möglichkeit ergeben, einmal in direkten Kontakt mit Vertretern des Judentums zu treten, werde ich sie wahrnehmen.;0;0;0;0;1707,7703605566;0;5732,71428571429
24;2;frabo;12;frabo;15;6;0;4436;15;Ich fühle mich schuldig für die negativen Dinge, die meine deutschen Vorfahren den Juden angetan haben.;0;0;0;0;1679,36222871604;0;5646,26666666667
24;2;frabo;12;frabo;16;5;0;6346;16;Die deutschen Juden fühlen sich stärker mit Israel als mit Deutschland verbunden.;0;0;0;0;1631,82168143459;0;5690
24;2;frabo;12;frabo;17;2;0;6568;17;Bei der Politik, die Israel macht, kann ich gut verstehen, dass man etwas gegen Juden hat.;0;0;0;0;1594,28996504621;0;5741,64705882353
24;2;frabo;12;frabo;18;7;0;6533;18;Ich kann mich leicht schuldig fühlen für die negativen Folgen, die durch Deutsche veranlasst wurden.;0;0;0;0;1557,89481404682;0;5785,61111111111
24;2;frabo;12;frabo;19;1;0;4307;19;Ich kann es mir nicht gut vorstellen, jüdische Freunde zu haben.;0;0;0;0;1551,53757353964;0;5707,78947368421
24;2;frabo;12;frabo;20;5;0;7157;20;Ich ärgere mich darüber, dass den Deutschen auch heute noch die Verbrechen an Juden vorgehalten werden.;0;0;0;0;1544,5326281674;0;5780,25
24;2;frabo;12;frabo;21;6;0;4255;21;Wir sollten uns lieber gegenwärtigen Problemen widmen als Ereignissen, die mehr als 60 Jahre vergangen sind.;0;0;0;0;1541,77895549882;0;5707,61904761905
24;2;frabo;12;frabo;22;4;0;6074;22;Die Juden sollten aufhören, sich ständig darüber zu beschweren, was ihnen in Nazi-Deutschland widerfahren ist.;0;0;0;0;1506,64844642854;0;5724,27272727273
24;2;frabo;12;frabo;23;7;0;3200;23;Ich bedauere die verletzenden Taten der Deutschen gegenüber den Juden.;0;0;0;0;1563,28168431218;0;5614,52173913044
24;2;frabo;12;frabo;24;4;0;3944;24;Juden haben viel zum deutschen kulturellen Leben beigetragen.;0;0;0;0;1566,48398641995;0;5544,91666666667
24;2;frabo;12;frabo;25;4;0;11261;25;Sollte die von mir präferierte Partei einen Kandidaten nominieren, der Jude ist, wäre ich damit einverstanden, dass ein Jude deutscher Kanzler wird.;0;0;0;0;1912,73933317289;0;5773,56
24;2;frabo;12;frabo;26;6;0;3194;26;Ich bedauere die Verbrechen am jüdischen Volk durch Deutsche zutiefst.;0;0;0;0;1941,17411774024;0;5674,34615384615
24;2;frabo;12;frabo;27;3;0;4537;27;Die Juden hierzulande interessieren sich mehr für deutsche als für israelische Angelegenheiten.;0;0;0;0;1916,02122465628;0;5632,22222222222
24;2;frabo;12;frabo;28;3;0;7997;28;Es macht mich wütend, dass die Vertreibung der Deutschen und Bombardierung deutscher Städte immer als kleineres Verbrechen angesehen wird.;0;0;0;0;1932,58629347981;0;5716,67857142857
24;2;frabo;12;frabo;29;5;0;3893;29;Ich würde gerne meinen Teil dazu beitragen, die gesellschaftliche Isolierung von Juden zu durchbrechen.;0;0;0;0;1927,74057937766;0;5653,79310344828
24;2;frabo;12;frabo;30;6;0;2085;30;Juden sind warme und freundliche Menschen.;0;0;0;0;2003,1431006319;0;5534,83333333333
24;2;frabo;12;frabo;31;6;0;8326;31;Ich bin es leid, immer wieder von den deutschen Verbrechen an den Juden zu hören.;0;0;0;0;2032,27448510178;0;5624,87096774194
24;2;frabo;12;frabo;32;3;0;6515;32;Ich sehe keine Notwendigkeit, den Schaden auszugleichen, der dem jüdischen Volk zugefügt wurde.;0;0;0;0;2005,41007692016;0;5652,6875
24;2;frabo;12;frabo;33;6;0;4454;33;Bei der Auseinandersetzung mit der Verfolgung der Juden überkommt mich ein intensives Gefühl des Bedauerns.;0;0;0;0;1984,82577664549;0;5616,36363636364
24;2;frabo;12;frabo;34;5;0;7717;34;Was der Staat Israel heute mit den Palästinensern macht, ist im Prinzip auch nichts anderes als das, was die Nazis im Dritten Reich mit den Juden gemacht haben.;0;0;0;0;1987,44511084645;0;5678,14705882353
24;2;frabo;12;frabo;35;2;0;5282;35;Juden sorgen mit ihren Ideen immer für Unfrieden.;0;0;0;0;1959,14450846333;0;5666,82857142857
24;2;frabo;12;frabo;36;2;0;5923;36;Wenn ich an den Völkermord an den Juden denke, so überkommt mich keinerlei Gefühl von Schuld.;0;0;0;0;1931,4258677308;0;5673,94444444444
24;2;frabo;12;frabo;37;4;0;4751;37;Viele Juden versuchen, aus der Vergangenheit des Dritten Reiches heute ihren Vorteil zu ziehen.;0;0;0;0;1910,44650103931;0;5649
24;2;frabo;12;frabo;38;2;0;4188;38;Ich empfinde kein großes Bedauern, wenn ich an die Diskriminierung und Verfolgung der Juden durch Deutsche denke.;0;0;0;0;1899,2983013986;0;5610,55263157895
24;2;frabo;12;frabo;39;4;0;3187;39;Juden haben zu viel Einfluss auf die öffentliche Meinung in diesem Land.;0;0;0;0;1913,89903377137;0;5548,41025641026
24;2;frabo;12;frabo;40;4;0;9257;40;Ich denke nicht, dass ich dafür verantwortlich bin, für den durch Deutsche an Juden angerichteten Schaden Wiedergutmachung zu leisten.;0;0;0;0;1978,11201346651;0;5641,125
24;2;frabo;12;frabo;41;3;0;6285;41;Juden werden in Deutschland als unantastbare Moralinstitution gesehen.;0;0;0;0;1955,81582597185;0;5656,82926829268
24;2;frabo;12;frabo;42;5;0;4303;42;Durch die israelische Politik werden mir die Juden immer unsympathischer.;0;0;0;0;1943,07925173251;0;5624,59523809524
24;2;frabo;12;frabo;43;6;0;3661;43;Ich möchte das jüdische Volk für das Leid, das ihnen durch Deutsche widerfahren ist, entschädigen.;0;0;0;0;1943,02093456542;0;5578,93023255814
24;2;frabo;12;frabo;44;6;0;3286;44;Israel führt einen Vernichtungskrieg gegen die Palästinenser.;0;0;0;0;1951,15895521071;0;5526,81818181818
24;2;frabo;12;frabo;45;5;0;3878;45;Die Juden nutzen die Erinnerung an den Holocaust heute für ihren eigenen Vorteil aus.;0;0;0;0;1944,45658789859;0;5490,17777777778
24;2;frabo;12;frabo;46;4;0;6092;46;Ich glaube, dass ich den Schaden, der den Juden durch die Deutschen zugefügt wurde, wieder reparieren sollte.;0;0;0;0;1924,77657502582;0;5503,26086956522
24;2;frabo;12;frabo;47;3;0;3378;47;Manchmal habe ich das Gefühl, dass die Juden unser schlechtes Gewissen ausnutzen.;0;0;0;0;1928,8149770108;0;5458,04255319149
24;2;frabo;12;frabo;48;2;0;6774;48;Oft wird zu viel auf jüdisches Leid im 2. Weltkrieg geschaut und vergessen, dass es auch andere Opfer gab.;0;0;0;0;1917,61552908186;0;5485,45833333333
24;2;frabo;12;frabo;49;5;0;5551;49;Ich habe selber persönlichen Kontakt mit jüdischen Menschen.;0;0;0;0;1897,55833221265;0;5486,79591836735
24;2;mc2;13;mc2;1;2;1;6248;1;Bitte erinnern Sie sich kurz an den einleitenden Text. Wurde dort auf heute noch anhaltende Folgen für die Opfer hingewiesen?;0;0;0;0;0;100;6248
25;1;intro;1;intro;1;57;0;123673;1;humfak_leiste.jpg;1; ;1; ;0;0;123673
25;1;intro;1;baseline;2;0;0;119700;1;Bitte warten Sie einen Moment.  Nach 2 Minuten geht es automatisch weiter.;0;0;0;0;2809,33524165415;0;121686,5
25;1;code;2;sex;3;2;0;2066;1;Bitte geben Sie Ihr Geschlecht an;0;0;0;0;14263,3097140881;33;10836
25;1;prime_instr;3;pre_prime;1;25;0;10605;1;Bitte melden Sie sich jetzt bei der Versuchsleiterin. Diese wird dann diesen Untersuchungsabschnitt starten.;0;0;0;0;0;0;10605
25;1;prime_instr;3;pre_prime_interval;2;0;0;9700;1;Bitte warten Sie einen Moment. Es geht gleich weiter...;0;0;0;0;639,931636973826;0;10152,5
25;1;primefolgen;4;gedanken_instr;1;28;0;135038;1;Bitte formulieren Sie in Stichworten kurz Gedanken, die Ihnen beim Lesen des Textes gekommen sind.   Verwenden Sie dazu den bereitgelegten Zettel und Stift.  Wenn Sie damit fertig sind, falten Sie den Zettel und werfen Sie ihn in die bereitstehende Box. Drücken Sie dann eine beliebige Taste, um fortzufahren.;0;0;0;0;0;0;135038
25;1;ipanat1;5;ipanat1;1;2;0;4956;1;Freude;0;0;0;0;0;0;4956
25;1;ipanat1;5;ipanat1;2;4;0;4312;2;Ärger;0;0;0;0;455,376767084137;0;4634
25;1;ipanat1;5;ipanat1;3;1;0;3202;3;Angst;0;0;0;0;887,257196833778;0;4156,66666666667
25;1;ipanat1;5;ipanat1;4;5;0;4473;4;Scham;0;0;0;0;741,507642127398;0;4235,75
25;1;ipanat1;5;ipanat1;5;2;0;2099;5;Gute Laune;0;0;0;0;1151,31025358068;0;3808,4
25;1;ipanat1;5;ipanat1;6;6;0;2971;6;Gereiztheit;0;0;0;0;1085,02781838378;0;3668,83333333333
25;1;ipanat1;5;ipanat1;7;2;0;3545;7;Furcht;0;0;0;0;991,595587688756;0;3651,14285714286
25;1;ipanat1;5;ipanat1;8;1;0;2404;8;Bedauern;0;0;0;0;1018,43826518842;0;3495,25
25;1;ipanat1;5;ipanat1;9;1;0;3204;9;Begeisterung;0;0;0;0;957,595745140459;0;3462,88888888889
25;1;ipanat1;5;ipanat1;10;6;0;2986;10;Wut;0;0;0;0;915,338285978347;0;3415,2
25;1;ipanat1;5;ipanat1;11;4;0;3461;11;Schrecken;0;0;0;0;868,475937804528;0;3419,36363636364
25;1;ipanat1;5;ipanat1;12;1;0;1969;12;Schuldgefühl;0;0;0;0;927,889246917678;0;3298,5
25;1;ipanat2;6;ipanat2;1;3;0;5189;1;Freude;0;0;0;0;0;0;5189
25;1;ipanat2;6;ipanat2;2;1;0;1591;2;Ärger;0;0;0;0;2544,1701987092;0;3390
25;1;ipanat2;6;ipanat2;3;1;0;1675;3;Angst;0;0;0;0;2053,48711545345;0;2818,33333333333
25;1;ipanat2;6;ipanat2;4;2;0;2628;4;Scham;0;0;0;0;1679,36384284844;0;2770,75
25;1;ipanat2;6;ipanat2;5;2;0;2652;5;Gute Laune;0;0;0;0;1455,34102532705;0;2747
25;1;ipanat2;6;ipanat2;6;1;0;1783;6;Gereiztheit;0;0;0;0;1359,88847581949;0;2586,33333333333
25;1;ipanat2;6;ipanat2;7;1;0;716;7;Furcht;0;0;0;0;1428,57124761904;0;2319,14285714286
25;1;ipanat2;6;ipanat2;8;1;0;735;8;Bedauern;0;0;0;0;1436,3005492783;0;2121,125
25;1;ipanat2;6;ipanat2;9;3;0;2030;9;Begeisterung;0;0;0;0;1343,87945888015;0;2111
25;1;ipanat2;6;ipanat2;10;1;0;1547;10;Wut;0;0;0;0;1279,51303236817;0;2054,6
25;1;ipanat2;6;ipanat2;11;1;0;947;11;Schrecken;0;0;0;0;1258,95333150562;0;1953,90909090909
25;1;ipanat2;6;ipanat2;12;1;0;904;12;Schuldgefühl;0;0;0;0;1238,03674922203;0;1866,41666666667
25;1;ipanat3;7;ipanat3;1;2;0;3328;1;Freude;0;0;0;0;0;0;3328
25;1;ipanat3;7;ipanat3;2;2;0;2496;2;Ärger;0;0;0;0;588,312841947208;0;2912
25;1;ipanat3;7;ipanat3;3;1;0;1587;3;Angst;0;0;0;0;870,783746594603;0;2470,33333333333
25;1;ipanat3;7;ipanat3;4;1;0;1061;4;Scham;0;0;0;0;1001,03180102665;0;2118
25;1;ipanat3;7;ipanat3;5;1;0;2381;5;Gute Laune;0;0;0;0;874,861303293271;0;2170,6
25;1;ipanat3;7;ipanat3;6;1;0;1868;6;Gereiztheit;0;0;0;0;792,191243745263;0;2120,16666666667
25;1;ipanat3;7;ipanat3;7;3;0;2547;7;Furcht;0;0;0;0;740,944763701818;0;2181,14285714286
25;1;ipanat3;7;ipanat3;8;4;0;2499;8;Bedauern;0;0;0;0;695,125772278452;0;2220,875
25;1;ipanat3;7;ipanat3;9;2;0;2008;9;Begeisterung;0;0;0;0;654,09092979833;0;2197,22222222222
25;1;ipanat3;7;ipanat3;10;1;0;1624;10;Wut;0;0;0;0;642,772199149901;0;2139,9
25;1;ipanat3;7;ipanat3;11;1;0;909;11;Schrecken;0;0;0;0;713,847462697739;0;2028
25;1;ipanat3;7;ipanat3;12;1;0;1013;12;Schuldgefühl;0;0;0;0;741,016189043291;0;1943,41666666667
25;1;ipanat4;8;ipanat4;1;4;0;2866;1;Freude;0;0;0;0;0;0;2866
25;1;ipanat4;8;ipanat4;2;1;0;1884;2;Ärger;0;0;0;0;694,37885912519;0;2375
25;1;ipanat4;8;ipanat4;3;1;0;1100;3;Angst;0;0;0;0;884,848009547402;0;1950
25;1;ipanat4;8;ipanat4;4;1;0;1325;4;Scham;0;0;0;0;787,163843597168;0;1793,75
25;1;ipanat4;8;ipanat4;5;2;0;1717;5;Gute Laune;0;0;0;0;682,56743256619;0;1778,4
25;1;ipanat4;8;ipanat4;6;1;0;1430;6;Gereiztheit;0;0;0;0;626,856496071203;0;1720,33333333333
25;1;ipanat4;8;ipanat4;7;1;0;1029;7;Furcht;0;0;0;0;629,074679494376;0;1621,57142857143
25;1;ipanat4;8;ipanat4;8;1;0;1017;8;Bedauern;0;0;0;0;620,394805173056;0;1546
25;1;ipanat4;8;ipanat4;9;1;0;2215;9;Begeisterung;0;0;0;0;621,697273598654;0;1620,33333333333
25;1;ipanat4;8;ipanat4;10;1;0;1635;10;Wut;0;0;0;0;586,160160138279;0;1621,8
25;1;ipanat4;8;ipanat4;11;1;0;1234;11;Schrecken;0;0;0;0;568,240330078104;0;1586,54545454545
25;1;ipanat4;8;ipanat4;12;2;0;2517;12;Schuldgefühl;0;0;0;0;604,721642701429;0;1664,08333333333
25;1;ipanat5;9;ipanat5;1;2;0;2074;1;Freude;0;0;0;0;0;0;2074
25;1;ipanat5;9;ipanat5;2;4;0;1716;2;Ärger;0;0;0;0;253,144227664784;0;1895
25;1;ipanat5;9;ipanat5;3;2;0;1326;3;Angst;0;0;0;0;374,114064602406;0;1705,33333333333
25;1;ipanat5;9;ipanat5;4;1;0;1563;4;Scham;0;0;0;0;313,643507823771;0;1669,75
25;1;ipanat5;9;ipanat5;5;1;0;1691;5;Gute Laune;0;0;0;0;271,789440560151;0;1674
25;1;ipanat5;9;ipanat5;6;5;0;1728;6;Gereiztheit;0;0;0;0;244,093424737333;0;1683
25;1;ipanat5;9;ipanat5;7;3;0;1554;7;Furcht;0;0;0;0;228,097827801185;0;1664,57142857143
25;1;ipanat5;9;ipanat5;8;1;0;1465;8;Bedauern;0;0;0;0;222,653438265455;0;1639,625
25;1;ipanat5;9;ipanat5;9;1;0;994;9;Begeisterung;0;0;0;0;299,486829612107;0;1567,88888888889
25;1;ipanat5;9;ipanat5;10;3;0;1585;10;Wut;0;0;0;0;282,410733192317;0;1569,6
25;1;ipanat5;9;ipanat5;11;5;0;2341;11;Schrecken;0;0;0;0;354,790668115465;0;1639,72727272727
25;1;ipanat5;9;ipanat5;12;2;0;2007;12;Schuldgefühl;0;0;0;0;354,505118140597;0;1670,33333333333
25;1;ipanat6;10;ipanat6;1;1;0;2349;1;Freude;0;0;0;0;0;0;2349
25;1;ipanat6;10;ipanat6;2;3;0;2640;2;Ärger;0;0;0;0;205,768073325285;0;2494,5
25;1;ipanat6;10;ipanat6;3;1;0;1716;3;Angst;0;0;0;0;472,430947335163;0;2235
25;1;ipanat6;10;ipanat6;4;1;0;829;4;Scham;0;0;0;0;801,874678487854;0;1883,5
25;1;ipanat6;10;ipanat6;5;1;0;1296;5;Gute Laune;0;0;0;0;742,484679976631;0;1766
25;1;ipanat6;10;ipanat6;6;5;0;1814;6;Gereiztheit;0;0;0;0;664,387537511052;0;1774
25;1;ipanat6;10;ipanat6;7;2;0;1444;7;Furcht;0;0;0;0;619,192600238792;0;1726,85714285714
25;1;ipanat6;10;ipanat6;8;1;0;1057;8;Bedauern;0;0;0;0;620,255347762977;0;1643,125
25;1;ipanat6;10;ipanat6;9;1;0;898;9;Begeisterung;0;0;0;0;631,123799266039;0;1560,33333333333
25;1;ipanat6;10;ipanat6;10;2;0;2079;10;Wut;0;0;0;0;617,220616059516;0;1612,2
25;1;ipanat6;10;ipanat6;11;2;0;1256;11;Schrecken;0;0;0;0;595,314676147299;0;1579,81818181818
25;1;ipanat6;10;ipanat6;12;1;0;1425;12;Schuldgefühl;0;0;0;0;569,367026272211;0;1566,91666666667
25;1;gefühlsfb;11;gefühlsfb;1;3;0;2614;1;...freudig;0;0;0;0;0;0;2614
25;1;gefühlsfb;11;gefühlsfb;2;1;0;1666;2;...verärgert;0;0;0;0;670,337228564847;0;2140
25;1;gefühlsfb;11;gefühlsfb;3;1;0;984;3;...verängstigt;0;0;0;0;818,609389961619;0;1754,66666666667
25;1;gefühlsfb;11;gefühlsfb;4;1;0;727;4;...beschämt;0;0;0;0;843,073098847306;0;1497,75
25;1;gefühlsfb;11;gefühlsfb;5;2;0;2949;5;...gut gelaunt;0;0;0;0;976,885100715534;0;1788
25;1;gefühlsfb;11;gefühlsfb;6;1;0;1813;6;...gereizt;0;0;0;0;873,812203317547;0;1792,16666666667
25;1;gefühlsfb;11;gefühlsfb;7;1;0;997;7;...furchtsam;0;0;0;0;852,41829660147;0;1678,57142857143
25;1;gefühlsfb;11;gefühlsfb;8;1;0;904;8;...voller Bedauern;0;0;0;0;835,350012184798;0;1581,75
25;1;gefühlsfb;11;gefühlsfb;9;1;0;2229;9;...begeistert;0;0;0;0;810,636478330454;0;1653,66666666667
25;1;gefühlsfb;11;gefühlsfb;10;1;0;759;10;...wütend;0;0;0;0;814,959958116553;0;1564,2
25;1;gefühlsfb;11;gefühlsfb;11;1;0;920;11;...erschreckt;0;0;0;0;797,164007306812;0;1505,63636363636
25;1;gefühlsfb;11;gefühlsfb;12;1;0;1556;12;...schuldig;0;0;0;0;760,205095930557;0;1509,83333333333
25;1;frabo;12;frabo;1;6;0;3678;1;Das Verhältnis von Deutschen und Juden ist nach wie vor von der Vergangenheit geprägt.;0;0;0;0;0;0;3678
25;1;frabo;12;frabo;2;3;0;9285;2;Reparationsforderungen an Deutschland nützen oft gar nicht mehr den Opfern, sondern einer Holocaust-Industrie von findigen Anwälten.;0;0;0;0;3964,74772211297;0;6481,5
25;1;frabo;12;frabo;3;4;0;3673;3;Ich bedauere die Dinge, die die Deutschen den Juden in der Vergangenheit angetan haben.;0;0;0;0;3238,64729992837;0;5545,33333333333
25;1;frabo;12;frabo;4;1;0;3912;4;Durch ihr Verhalten sind die Juden an ihren Verfolgungen mitschuldig.;0;0;0;0;2767,58053180029;0;5137
25;1;frabo;12;frabo;5;1;0;5936;5;Ich habe das Bedürfnis, mich persönlich - und wenn es auch nur im Kleinen ist - für eine Entschädigung der Juden einzusetzen.;0;0;0;0;2423,28427965024;0;5296,8
25;1;frabo;12;frabo;6;1;0;3247;6;Juden haben zu viel Kontrolle und Einfluss an der Wall Street.;0;0;0;0;2323,38661584048;0;4955,16666666667
25;1;frabo;12;frabo;7;1;0;1999;7;Man kann für gewöhnlich am Aussehen erkennen, ob jemand Jude ist.;0;0;0;0;2397,25992392505;0;4532,85714285714
25;1;frabo;12;frabo;8;1;0;4420;8;So etwas wie Schuld für die Dinge, die Deutsche den Juden angetan haben, habe ich auch schon einmal empfunden.;0;0;0;0;2219,7900640762;0;4518,75
25;1;frabo;12;frabo;9;1;0;1860;9;Die Juden besitzen wieder zu viel Macht und Einfluss in der Welt.;0;0;0;0;2257,64778032358;0;4223,33333333333
25;1;frabo;12;frabo;10;3;0;5724;10;Heute sollte man nicht mehr soviel über den Holocaust reden, sondern einen Schlussstrich unter die Vergangenheit ziehen.;0;0;0;0;2180,78957158997;0;4373,4
25;1;frabo;12;frabo;11;1;0;2693;11;Es reizt mich nicht besonders, Juden einmal persönlich kennen zu lernen.;0;0;0;0;2130,01475453703;0;4220,63636363636
25;1;frabo;12;frabo;12;4;0;4816;12;Die Deutschen mussten während des 2. Weltkriegs auch mehr als genug leiden.;0;0;0;0;2038,1486307208;0;4270,25
25;1;frabo;12;frabo;13;5;0;5187;13;Dass die Juden ebenso ein Volk von Tätern sind wie andere, halte ich für unbestreitbar.;0;0;0;0;1967,87385917925;0;4340,76923076923
25;1;frabo;12;frabo;14;4;0;8356;14;Sollte sich eine Möglichkeit ergeben, einmal in direkten Kontakt mit Vertretern des Judentums zu treten, werde ich sie wahrnehmen.;0;0;0;0;2173,98661499969;0;4627,57142857143
25;1;frabo;12;frabo;15;1;0;2765;15;Ich fühle mich schuldig für die negativen Dinge, die meine deutschen Vorfahren den Juden angetan haben.;0;0;0;0;2149,39735075406;0;4503,4
25;1;frabo;12;frabo;16;4;0;6666;16;Die deutschen Juden fühlen sich stärker mit Israel als mit Deutschland verbunden.;0;0;0;0;2145,7440347115;0;4638,5625
